actual	predicted	count	x	y	strategy	metric	direction	threshold
TASK01_CON07	TASK01_CON07	92	1	1	cca	spearman	pos	7
TASK01_CON07	TASK01_CON08	11	1	2	cca	spearman	pos	7
TASK01_CON07	TASK01_CON09	0	1	3	cca	spearman	pos	7
TASK01_CON07	TASK02_CON25	1	1	4	cca	spearman	pos	7
TASK01_CON07	TASK02_CON26	0	1	5	cca	spearman	pos	7
TASK01_CON07	TASK02_CON27	0	1	6	cca	spearman	pos	7
TASK01_CON07	TASK03_CON19	52	1	7	cca	spearman	pos	7
TASK01_CON07	TASK03_CON20	23	1	8	cca	spearman	pos	7
TASK01_CON07	TASK03_CON22	0	1	9	cca	spearman	pos	7
TASK01_CON07	TASK04_CON61	0	1	10	cca	spearman	pos	7
TASK01_CON07	TASK04_CON62	0	1	11	cca	spearman	pos	7
TASK01_CON07	TASK04_CON63	0	1	12	cca	spearman	pos	7
TASK01_CON07	TASK04_CON64	0	1	13	cca	spearman	pos	7
TASK01_CON07	TASK04_CON65	15	1	14	cca	spearman	pos	7
TASK01_CON07	TASK04_CON66	0	1	15	cca	spearman	pos	7
TASK01_CON07	TASK04_CON67	4	1	16	cca	spearman	pos	7
TASK01_CON07	TASK04_CON68	0	1	17	cca	spearman	pos	7
TASK01_CON07	TASK04_CON69	5	1	18	cca	spearman	pos	7
TASK01_CON07	TASK04_CON70	0	1	19	cca	spearman	pos	7
TASK01_CON07	TASK04_CON71	0	1	20	cca	spearman	pos	7
TASK01_CON07	TASK04_CON72	73	1	21	cca	spearman	pos	7
TASK01_CON07	TASK04_CON73	2	1	22	cca	spearman	pos	7
TASK01_CON07	TASK05_CON13	6	1	23	cca	spearman	pos	7
TASK01_CON07	TASK05_CON14	1	1	24	cca	spearman	pos	7
TASK01_CON07	TASK05_CON15	0	1	25	cca	spearman	pos	7
TASK01_CON07	TASK06_CON01	0	1	26	cca	spearman	pos	7
TASK01_CON07	TASK06_CON02	0	1	27	cca	spearman	pos	7
TASK01_CON07	TASK06_CON06	11	1	28	cca	spearman	pos	7
TASK01_CON07	TASK07_CON31	0	1	29	cca	spearman	pos	7
TASK01_CON07	TASK07_CON32	2	1	30	cca	spearman	pos	7
TASK01_CON07	TASK07_CON33	0	1	31	cca	spearman	pos	7
TASK01_CON07	TASK07_CON34	0	1	32	cca	spearman	pos	7
TASK01_CON07	TASK07_CON35	0	1	33	cca	spearman	pos	7
TASK01_CON07	TASK07_CON36	0	1	34	cca	spearman	pos	7
TASK01_CON07	TASK07_CON37	0	1	35	cca	spearman	pos	7
TASK01_CON07	TASK07_CON38	0	1	36	cca	spearman	pos	7
TASK01_CON07	TASK07_CON39	11	1	37	cca	spearman	pos	7
TASK01_CON07	TASK07_CON40	5	1	38	cca	spearman	pos	7
TASK01_CON07	TASK07_CON41	42	1	39	cca	spearman	pos	7
TASK01_CON07	TASK07_CON45	16	1	40	cca	spearman	pos	7
TASK01_CON07	TASK07_CON46	4	1	41	cca	spearman	pos	7
TASK01_CON07	TASK07_CON47	0	1	42	cca	spearman	pos	7
TASK01_CON07	TASK07_CON48	0	1	43	cca	spearman	pos	7
TASK01_CON07	TASK07_CON49	59	1	44	cca	spearman	pos	7
TASK01_CON07	TASK07_CON50	8	1	45	cca	spearman	pos	7
TASK01_CON07	TASK07_CON51	0	1	46	cca	spearman	pos	7
TASK01_CON07	TASK07_CON52	57	1	47	cca	spearman	pos	7
TASK01_CON08	TASK01_CON07	1	2	1	cca	spearman	pos	7
TASK01_CON08	TASK01_CON08	77	2	2	cca	spearman	pos	7
TASK01_CON08	TASK01_CON09	0	2	3	cca	spearman	pos	7
TASK01_CON08	TASK02_CON25	6	2	4	cca	spearman	pos	7
TASK01_CON08	TASK02_CON26	3	2	5	cca	spearman	pos	7
TASK01_CON08	TASK02_CON27	0	2	6	cca	spearman	pos	7
TASK01_CON08	TASK03_CON19	46	2	7	cca	spearman	pos	7
TASK01_CON08	TASK03_CON20	24	2	8	cca	spearman	pos	7
TASK01_CON08	TASK03_CON22	0	2	9	cca	spearman	pos	7
TASK01_CON08	TASK04_CON61	0	2	10	cca	spearman	pos	7
TASK01_CON08	TASK04_CON62	0	2	11	cca	spearman	pos	7
TASK01_CON08	TASK04_CON63	0	2	12	cca	spearman	pos	7
TASK01_CON08	TASK04_CON64	0	2	13	cca	spearman	pos	7
TASK01_CON08	TASK04_CON65	38	2	14	cca	spearman	pos	7
TASK01_CON08	TASK04_CON66	0	2	15	cca	spearman	pos	7
TASK01_CON08	TASK04_CON67	8	2	16	cca	spearman	pos	7
TASK01_CON08	TASK04_CON68	0	2	17	cca	spearman	pos	7
TASK01_CON08	TASK04_CON69	4	2	18	cca	spearman	pos	7
TASK01_CON08	TASK04_CON70	0	2	19	cca	spearman	pos	7
TASK01_CON08	TASK04_CON71	1	2	20	cca	spearman	pos	7
TASK01_CON08	TASK04_CON72	75	2	21	cca	spearman	pos	7
TASK01_CON08	TASK04_CON73	0	2	22	cca	spearman	pos	7
TASK01_CON08	TASK05_CON13	11	2	23	cca	spearman	pos	7
TASK01_CON08	TASK05_CON14	1	2	24	cca	spearman	pos	7
TASK01_CON08	TASK05_CON15	0	2	25	cca	spearman	pos	7
TASK01_CON08	TASK06_CON01	0	2	26	cca	spearman	pos	7
TASK01_CON08	TASK06_CON02	1	2	27	cca	spearman	pos	7
TASK01_CON08	TASK06_CON06	9	2	28	cca	spearman	pos	7
TASK01_CON08	TASK07_CON31	1	2	29	cca	spearman	pos	7
TASK01_CON08	TASK07_CON32	0	2	30	cca	spearman	pos	7
TASK01_CON08	TASK07_CON33	0	2	31	cca	spearman	pos	7
TASK01_CON08	TASK07_CON34	0	2	32	cca	spearman	pos	7
TASK01_CON08	TASK07_CON35	0	2	33	cca	spearman	pos	7
TASK01_CON08	TASK07_CON36	0	2	34	cca	spearman	pos	7
TASK01_CON08	TASK07_CON37	0	2	35	cca	spearman	pos	7
TASK01_CON08	TASK07_CON38	0	2	36	cca	spearman	pos	7
TASK01_CON08	TASK07_CON39	0	2	37	cca	spearman	pos	7
TASK01_CON08	TASK07_CON40	0	2	38	cca	spearman	pos	7
TASK01_CON08	TASK07_CON41	57	2	39	cca	spearman	pos	7
TASK01_CON08	TASK07_CON45	1	2	40	cca	spearman	pos	7
TASK01_CON08	TASK07_CON46	0	2	41	cca	spearman	pos	7
TASK01_CON08	TASK07_CON47	0	2	42	cca	spearman	pos	7
TASK01_CON08	TASK07_CON48	0	2	43	cca	spearman	pos	7
TASK01_CON08	TASK07_CON49	74	2	44	cca	spearman	pos	7
TASK01_CON08	TASK07_CON50	5	2	45	cca	spearman	pos	7
TASK01_CON08	TASK07_CON51	0	2	46	cca	spearman	pos	7
TASK01_CON08	TASK07_CON52	57	2	47	cca	spearman	pos	7
TASK01_CON09	TASK01_CON07	0	3	1	cca	spearman	pos	7
TASK01_CON09	TASK01_CON08	0	3	2	cca	spearman	pos	7
TASK01_CON09	TASK01_CON09	64	3	3	cca	spearman	pos	7
TASK01_CON09	TASK02_CON25	0	3	4	cca	spearman	pos	7
TASK01_CON09	TASK02_CON26	0	3	5	cca	spearman	pos	7
TASK01_CON09	TASK02_CON27	0	3	6	cca	spearman	pos	7
TASK01_CON09	TASK03_CON19	34	3	7	cca	spearman	pos	7
TASK01_CON09	TASK03_CON20	5	3	8	cca	spearman	pos	7
TASK01_CON09	TASK03_CON22	0	3	9	cca	spearman	pos	7
TASK01_CON09	TASK04_CON61	0	3	10	cca	spearman	pos	7
TASK01_CON09	TASK04_CON62	5	3	11	cca	spearman	pos	7
TASK01_CON09	TASK04_CON63	4	3	12	cca	spearman	pos	7
TASK01_CON09	TASK04_CON64	7	3	13	cca	spearman	pos	7
TASK01_CON09	TASK04_CON65	0	3	14	cca	spearman	pos	7
TASK01_CON09	TASK04_CON66	63	3	15	cca	spearman	pos	7
TASK01_CON09	TASK04_CON67	0	3	16	cca	spearman	pos	7
TASK01_CON09	TASK04_CON68	4	3	17	cca	spearman	pos	7
TASK01_CON09	TASK04_CON69	0	3	18	cca	spearman	pos	7
TASK01_CON09	TASK04_CON70	54	3	19	cca	spearman	pos	7
TASK01_CON09	TASK04_CON71	1	3	20	cca	spearman	pos	7
TASK01_CON09	TASK04_CON72	0	3	21	cca	spearman	pos	7
TASK01_CON09	TASK04_CON73	96	3	22	cca	spearman	pos	7
TASK01_CON09	TASK05_CON13	0	3	23	cca	spearman	pos	7
TASK01_CON09	TASK05_CON14	0	3	24	cca	spearman	pos	7
TASK01_CON09	TASK05_CON15	0	3	25	cca	spearman	pos	7
TASK01_CON09	TASK06_CON01	0	3	26	cca	spearman	pos	7
TASK01_CON09	TASK06_CON02	0	3	27	cca	spearman	pos	7
TASK01_CON09	TASK06_CON06	19	3	28	cca	spearman	pos	7
TASK01_CON09	TASK07_CON31	0	3	29	cca	spearman	pos	7
TASK01_CON09	TASK07_CON32	2	3	30	cca	spearman	pos	7
TASK01_CON09	TASK07_CON33	0	3	31	cca	spearman	pos	7
TASK01_CON09	TASK07_CON34	0	3	32	cca	spearman	pos	7
TASK01_CON09	TASK07_CON35	0	3	33	cca	spearman	pos	7
TASK01_CON09	TASK07_CON36	0	3	34	cca	spearman	pos	7
TASK01_CON09	TASK07_CON37	0	3	35	cca	spearman	pos	7
TASK01_CON09	TASK07_CON38	0	3	36	cca	spearman	pos	7
TASK01_CON09	TASK07_CON39	1	3	37	cca	spearman	pos	7
TASK01_CON09	TASK07_CON40	0	3	38	cca	spearman	pos	7
TASK01_CON09	TASK07_CON41	36	3	39	cca	spearman	pos	7
TASK01_CON09	TASK07_CON45	0	3	40	cca	spearman	pos	7
TASK01_CON09	TASK07_CON46	11	3	41	cca	spearman	pos	7
TASK01_CON09	TASK07_CON47	0	3	42	cca	spearman	pos	7
TASK01_CON09	TASK07_CON48	0	3	43	cca	spearman	pos	7
TASK01_CON09	TASK07_CON49	43	3	44	cca	spearman	pos	7
TASK01_CON09	TASK07_CON50	6	3	45	cca	spearman	pos	7
TASK01_CON09	TASK07_CON51	0	3	46	cca	spearman	pos	7
TASK01_CON09	TASK07_CON52	45	3	47	cca	spearman	pos	7
TASK02_CON25	TASK01_CON07	3	4	1	cca	spearman	pos	7
TASK02_CON25	TASK01_CON08	2	4	2	cca	spearman	pos	7
TASK02_CON25	TASK01_CON09	0	4	3	cca	spearman	pos	7
TASK02_CON25	TASK02_CON25	35	4	4	cca	spearman	pos	7
TASK02_CON25	TASK02_CON26	80	4	5	cca	spearman	pos	7
TASK02_CON25	TASK02_CON27	0	4	6	cca	spearman	pos	7
TASK02_CON25	TASK03_CON19	43	4	7	cca	spearman	pos	7
TASK02_CON25	TASK03_CON20	13	4	8	cca	spearman	pos	7
TASK02_CON25	TASK03_CON22	0	4	9	cca	spearman	pos	7
TASK02_CON25	TASK04_CON61	0	4	10	cca	spearman	pos	7
TASK02_CON25	TASK04_CON62	0	4	11	cca	spearman	pos	7
TASK02_CON25	TASK04_CON63	0	4	12	cca	spearman	pos	7
TASK02_CON25	TASK04_CON64	0	4	13	cca	spearman	pos	7
TASK02_CON25	TASK04_CON65	23	4	14	cca	spearman	pos	7
TASK02_CON25	TASK04_CON66	0	4	15	cca	spearman	pos	7
TASK02_CON25	TASK04_CON67	10	4	16	cca	spearman	pos	7
TASK02_CON25	TASK04_CON68	0	4	17	cca	spearman	pos	7
TASK02_CON25	TASK04_CON69	4	4	18	cca	spearman	pos	7
TASK02_CON25	TASK04_CON70	0	4	19	cca	spearman	pos	7
TASK02_CON25	TASK04_CON71	1	4	20	cca	spearman	pos	7
TASK02_CON25	TASK04_CON72	40	4	21	cca	spearman	pos	7
TASK02_CON25	TASK04_CON73	0	4	22	cca	spearman	pos	7
TASK02_CON25	TASK05_CON13	15	4	23	cca	spearman	pos	7
TASK02_CON25	TASK05_CON14	17	4	24	cca	spearman	pos	7
TASK02_CON25	TASK05_CON15	0	4	25	cca	spearman	pos	7
TASK02_CON25	TASK06_CON01	0	4	26	cca	spearman	pos	7
TASK02_CON25	TASK06_CON02	0	4	27	cca	spearman	pos	7
TASK02_CON25	TASK06_CON06	15	4	28	cca	spearman	pos	7
TASK02_CON25	TASK07_CON31	0	4	29	cca	spearman	pos	7
TASK02_CON25	TASK07_CON32	1	4	30	cca	spearman	pos	7
