actual	predicted	count	x	y	strategy	metric	direction	threshold
TASK01_CON07	TASK01_CON07	19	1	1	cca	pearson	pos	9
TASK01_CON07	TASK01_CON08	16	1	2	cca	pearson	pos	9
TASK01_CON07	TASK01_CON09	23	1	3	cca	pearson	pos	9
TASK01_CON07	TASK02_CON25	19	1	4	cca	pearson	pos	9
TASK01_CON07	TASK02_CON26	20	1	5	cca	pearson	pos	9
TASK01_CON07	TASK02_CON27	0	1	6	cca	pearson	pos	9
TASK01_CON07	TASK03_CON19	0	1	7	cca	pearson	pos	9
TASK01_CON07	TASK03_CON20	0	1	8	cca	pearson	pos	9
TASK01_CON07	TASK03_CON22	9	1	9	cca	pearson	pos	9
TASK01_CON07	TASK04_CON61	23	1	10	cca	pearson	pos	9
TASK01_CON07	TASK04_CON62	24	1	11	cca	pearson	pos	9
TASK01_CON07	TASK04_CON63	15	1	12	cca	pearson	pos	9
TASK01_CON07	TASK04_CON64	15	1	13	cca	pearson	pos	9
TASK01_CON07	TASK04_CON65	15	1	14	cca	pearson	pos	9
TASK01_CON07	TASK04_CON66	0	1	15	cca	pearson	pos	9
TASK01_CON07	TASK04_CON67	1	1	16	cca	pearson	pos	9
TASK01_CON07	TASK04_CON68	22	1	17	cca	pearson	pos	9
TASK01_CON07	TASK04_CON69	19	1	18	cca	pearson	pos	9
TASK01_CON07	TASK04_CON70	13	1	19	cca	pearson	pos	9
TASK01_CON07	TASK04_CON71	16	1	20	cca	pearson	pos	9
TASK01_CON07	TASK04_CON72	10	1	21	cca	pearson	pos	9
TASK01_CON07	TASK04_CON73	4	1	22	cca	pearson	pos	9
TASK01_CON07	TASK05_CON13	4	1	23	cca	pearson	pos	9
TASK01_CON07	TASK05_CON14	3	1	24	cca	pearson	pos	9
TASK01_CON07	TASK05_CON15	0	1	25	cca	pearson	pos	9
TASK01_CON07	TASK06_CON01	22	1	26	cca	pearson	pos	9
TASK01_CON07	TASK06_CON02	1	1	27	cca	pearson	pos	9
TASK01_CON07	TASK06_CON06	0	1	28	cca	pearson	pos	9
TASK01_CON07	TASK07_CON31	15	1	29	cca	pearson	pos	9
TASK01_CON07	TASK07_CON32	21	1	30	cca	pearson	pos	9
TASK01_CON07	TASK07_CON33	7	1	31	cca	pearson	pos	9
TASK01_CON07	TASK07_CON34	19	1	32	cca	pearson	pos	9
TASK01_CON07	TASK07_CON35	17	1	33	cca	pearson	pos	9
TASK01_CON07	TASK07_CON36	21	1	34	cca	pearson	pos	9
TASK01_CON07	TASK07_CON37	8	1	35	cca	pearson	pos	9
TASK01_CON07	TASK07_CON38	15	1	36	cca	pearson	pos	9
TASK01_CON07	TASK07_CON39	4	1	37	cca	pearson	pos	9
TASK01_CON07	TASK07_CON40	3	1	38	cca	pearson	pos	9
TASK01_CON07	TASK07_CON41	0	1	39	cca	pearson	pos	9
TASK01_CON07	TASK07_CON45	11	1	40	cca	pearson	pos	9
TASK01_CON07	TASK07_CON46	11	1	41	cca	pearson	pos	9
TASK01_CON07	TASK07_CON47	5	1	42	cca	pearson	pos	9
TASK01_CON07	TASK07_CON48	6	1	43	cca	pearson	pos	9
TASK01_CON07	TASK07_CON49	0	1	44	cca	pearson	pos	9
TASK01_CON07	TASK07_CON50	0	1	45	cca	pearson	pos	9
TASK01_CON07	TASK07_CON51	24	1	46	cca	pearson	pos	9
TASK01_CON07	TASK07_CON52	0	1	47	cca	pearson	pos	9
TASK01_CON08	TASK01_CON07	15	2	1	cca	pearson	pos	9
TASK01_CON08	TASK01_CON08	13	2	2	cca	pearson	pos	9
TASK01_CON08	TASK01_CON09	21	2	3	cca	pearson	pos	9
TASK01_CON08	TASK02_CON25	12	2	4	cca	pearson	pos	9
TASK01_CON08	TASK02_CON26	19	2	5	cca	pearson	pos	9
TASK01_CON08	TASK02_CON27	0	2	6	cca	pearson	pos	9
TASK01_CON08	TASK03_CON19	0	2	7	cca	pearson	pos	9
TASK01_CON08	TASK03_CON20	0	2	8	cca	pearson	pos	9
TASK01_CON08	TASK03_CON22	7	2	9	cca	pearson	pos	9
TASK01_CON08	TASK04_CON61	27	2	10	cca	pearson	pos	9
TASK01_CON08	TASK04_CON62	27	2	11	cca	pearson	pos	9
TASK01_CON08	TASK04_CON63	18	2	12	cca	pearson	pos	9
TASK01_CON08	TASK04_CON64	23	2	13	cca	pearson	pos	9
TASK01_CON08	TASK04_CON65	20	2	14	cca	pearson	pos	9
TASK01_CON08	TASK04_CON66	3	2	15	cca	pearson	pos	9
TASK01_CON08	TASK04_CON67	1	2	16	cca	pearson	pos	9
TASK01_CON08	TASK04_CON68	25	2	17	cca	pearson	pos	9
TASK01_CON08	TASK04_CON69	15	2	18	cca	pearson	pos	9
TASK01_CON08	TASK04_CON70	15	2	19	cca	pearson	pos	9
TASK01_CON08	TASK04_CON71	12	2	20	cca	pearson	pos	9
TASK01_CON08	TASK04_CON72	11	2	21	cca	pearson	pos	9
TASK01_CON08	TASK04_CON73	2	2	22	cca	pearson	pos	9
TASK01_CON08	TASK05_CON13	4	2	23	cca	pearson	pos	9
TASK01_CON08	TASK05_CON14	1	2	24	cca	pearson	pos	9
TASK01_CON08	TASK05_CON15	0	2	25	cca	pearson	pos	9
TASK01_CON08	TASK06_CON01	8	2	26	cca	pearson	pos	9
TASK01_CON08	TASK06_CON02	0	2	27	cca	pearson	pos	9
TASK01_CON08	TASK06_CON06	0	2	28	cca	pearson	pos	9
TASK01_CON08	TASK07_CON31	14	2	29	cca	pearson	pos	9
TASK01_CON08	TASK07_CON32	22	2	30	cca	pearson	pos	9
TASK01_CON08	TASK07_CON33	3	2	31	cca	pearson	pos	9
TASK01_CON08	TASK07_CON34	23	2	32	cca	pearson	pos	9
TASK01_CON08	TASK07_CON35	17	2	33	cca	pearson	pos	9
TASK01_CON08	TASK07_CON36	23	2	34	cca	pearson	pos	9
TASK01_CON08	TASK07_CON37	10	2	35	cca	pearson	pos	9
TASK01_CON08	TASK07_CON38	17	2	36	cca	pearson	pos	9
TASK01_CON08	TASK07_CON39	5	2	37	cca	pearson	pos	9
TASK01_CON08	TASK07_CON40	7	2	38	cca	pearson	pos	9
TASK01_CON08	TASK07_CON41	0	2	39	cca	pearson	pos	9
TASK01_CON08	TASK07_CON45	14	2	40	cca	pearson	pos	9
TASK01_CON08	TASK07_CON46	19	2	41	cca	pearson	pos	9
TASK01_CON08	TASK07_CON47	1	2	42	cca	pearson	pos	9
TASK01_CON08	TASK07_CON48	5	2	43	cca	pearson	pos	9
TASK01_CON08	TASK07_CON49	0	2	44	cca	pearson	pos	9
TASK01_CON08	TASK07_CON50	0	2	45	cca	pearson	pos	9
TASK01_CON08	TASK07_CON51	21	2	46	cca	pearson	pos	9
TASK01_CON08	TASK07_CON52	0	2	47	cca	pearson	pos	9
TASK01_CON09	TASK01_CON07	19	3	1	cca	pearson	pos	9
TASK01_CON09	TASK01_CON08	12	3	2	cca	pearson	pos	9
TASK01_CON09	TASK01_CON09	24	3	3	cca	pearson	pos	9
TASK01_CON09	TASK02_CON25	14	3	4	cca	pearson	pos	9
TASK01_CON09	TASK02_CON26	15	3	5	cca	pearson	pos	9
TASK01_CON09	TASK02_CON27	0	3	6	cca	pearson	pos	9
TASK01_CON09	TASK03_CON19	0	3	7	cca	pearson	pos	9
TASK01_CON09	TASK03_CON20	0	3	8	cca	pearson	pos	9
TASK01_CON09	TASK03_CON22	11	3	9	cca	pearson	pos	9
TASK01_CON09	TASK04_CON61	18	3	10	cca	pearson	pos	9
TASK01_CON09	TASK04_CON62	24	3	11	cca	pearson	pos	9
TASK01_CON09	TASK04_CON63	11	3	12	cca	pearson	pos	9
TASK01_CON09	TASK04_CON64	19	3	13	cca	pearson	pos	9
TASK01_CON09	TASK04_CON65	18	3	14	cca	pearson	pos	9
TASK01_CON09	TASK04_CON66	7	3	15	cca	pearson	pos	9
TASK01_CON09	TASK04_CON67	1	3	16	cca	pearson	pos	9
TASK01_CON09	TASK04_CON68	16	3	17	cca	pearson	pos	9
TASK01_CON09	TASK04_CON69	16	3	18	cca	pearson	pos	9
TASK01_CON09	TASK04_CON70	11	3	19	cca	pearson	pos	9
TASK01_CON09	TASK04_CON71	15	3	20	cca	pearson	pos	9
TASK01_CON09	TASK04_CON72	19	3	21	cca	pearson	pos	9
TASK01_CON09	TASK04_CON73	2	3	22	cca	pearson	pos	9
TASK01_CON09	TASK05_CON13	3	3	23	cca	pearson	pos	9
TASK01_CON09	TASK05_CON14	1	3	24	cca	pearson	pos	9
TASK01_CON09	TASK05_CON15	0	3	25	cca	pearson	pos	9
TASK01_CON09	TASK06_CON01	17	3	26	cca	pearson	pos	9
TASK01_CON09	TASK06_CON02	3	3	27	cca	pearson	pos	9
TASK01_CON09	TASK06_CON06	0	3	28	cca	pearson	pos	9
TASK01_CON09	TASK07_CON31	21	3	29	cca	pearson	pos	9
TASK01_CON09	TASK07_CON32	15	3	30	cca	pearson	pos	9
TASK01_CON09	TASK07_CON33	5	3	31	cca	pearson	pos	9
TASK01_CON09	TASK07_CON34	22	3	32	cca	pearson	pos	9
TASK01_CON09	TASK07_CON35	25	3	33	cca	pearson	pos	9
