actual	predicted	count	x	y
TASK04_CON64	TASK04_CON69	0	13	18
TASK04_CON64	TASK04_CON70	0	13	19
TASK04_CON64	TASK04_CON71	0	13	20
TASK04_CON64	TASK04_CON72	0	13	21
TASK04_CON64	TASK04_CON73	0	13	22
TASK04_CON64	TASK05_CON13	0	13	23
TASK04_CON64	TASK05_CON14	0	13	24
TASK04_CON64	TASK05_CON15	0	13	25
TASK04_CON64	TASK06_CON01	0	13	26
TASK04_CON64	TASK06_CON02	0	13	27
TASK04_CON64	TASK06_CON06	0	13	28
TASK04_CON64	TASK07_CON31	0	13	29
TASK04_CON64	TASK07_CON32	0	13	30
TASK04_CON64	TASK07_CON33	0	13	31
TASK04_CON64	TASK07_CON34	0	13	32
TASK04_CON64	TASK07_CON35	0	13	33
TASK04_CON64	TASK07_CON36	0	13	34
TASK04_CON64	TASK07_CON37	0	13	35
TASK04_CON64	TASK07_CON38	0	13	36
TASK04_CON64	TASK07_CON39	0	13	37
TASK04_CON64	TASK07_CON40	0	13	38
TASK04_CON64	TASK07_CON41	0	13	39
TASK04_CON64	TASK07_CON45	0	13	40
TASK04_CON64	TASK07_CON46	0	13	41
TASK04_CON64	TASK07_CON47	0	13	42
TASK04_CON64	TASK07_CON48	0	13	43
TASK04_CON64	TASK07_CON49	0	13	44
TASK04_CON64	TASK07_CON50	0	13	45
TASK04_CON64	TASK07_CON51	0	13	46
TASK04_CON64	TASK07_CON52	0	13	47
TASK04_CON65	TASK01_CON07	0	14	1
TASK04_CON65	TASK01_CON08	0	14	2
TASK04_CON65	TASK01_CON09	0	14	3
TASK04_CON65	TASK02_CON25	0	14	4
TASK04_CON65	TASK02_CON26	0	14	5
TASK04_CON65	TASK02_CON27	0	14	6
TASK04_CON65	TASK03_CON19	0	14	7
TASK04_CON65	TASK03_CON20	0	14	8
TASK04_CON65	TASK03_CON22	0	14	9
TASK04_CON65	TASK04_CON61	0	14	10
TASK04_CON65	TASK04_CON62	0	14	11
TASK04_CON65	TASK04_CON63	0	14	12
TASK04_CON65	TASK04_CON64	58	14	13
TASK04_CON65	TASK04_CON65	11871	14	14
TASK04_CON65	TASK04_CON66	0	14	15
TASK04_CON65	TASK04_CON67	52	14	16
TASK04_CON65	TASK04_CON68	0	14	17
TASK04_CON65	TASK04_CON69	0	14	18
TASK04_CON65	TASK04_CON70	0	14	19
TASK04_CON65	TASK04_CON71	0	14	20
TASK04_CON65	TASK04_CON72	19	14	21
TASK04_CON65	TASK04_CON73	0	14	22
TASK04_CON65	TASK05_CON13	0	14	23
TASK04_CON65	TASK05_CON14	0	14	24
TASK04_CON65	TASK05_CON15	0	14	25
TASK04_CON65	TASK06_CON01	0	14	26
TASK04_CON65	TASK06_CON02	0	14	27
TASK04_CON65	TASK06_CON06	0	14	28
TASK04_CON65	TASK07_CON31	0	14	29
TASK04_CON65	TASK07_CON32	0	14	30
TASK04_CON65	TASK07_CON33	0	14	31
TASK04_CON65	TASK07_CON34	0	14	32
TASK04_CON65	TASK07_CON35	0	14	33
TASK04_CON65	TASK07_CON36	0	14	34
TASK04_CON65	TASK07_CON37	0	14	35
TASK04_CON65	TASK07_CON38	0	14	36
TASK04_CON65	TASK07_CON39	0	14	37
TASK04_CON65	TASK07_CON40	0	14	38
TASK04_CON65	TASK07_CON41	0	14	39
TASK04_CON65	TASK07_CON45	0	14	40
TASK04_CON65	TASK07_CON46	0	14	41
TASK04_CON65	TASK07_CON47	0	14	42
TASK04_CON65	TASK07_CON48	0	14	43
TASK04_CON65	TASK07_CON49	0	14	44
TASK04_CON65	TASK07_CON50	0	14	45
TASK04_CON65	TASK07_CON51	0	14	46
TASK04_CON65	TASK07_CON52	0	14	47
TASK04_CON66	TASK01_CON07	0	15	1
TASK04_CON66	TASK01_CON08	0	15	2
TASK04_CON66	TASK01_CON09	0	15	3
TASK04_CON66	TASK02_CON25	0	15	4
TASK04_CON66	TASK02_CON26	0	15	5
TASK04_CON66	TASK02_CON27	0	15	6
TASK04_CON66	TASK03_CON19	0	15	7
TASK04_CON66	TASK03_CON20	0	15	8
TASK04_CON66	TASK03_CON22	0	15	9
TASK04_CON66	TASK04_CON61	0	15	10
TASK04_CON66	TASK04_CON62	0	15	11
TASK04_CON66	TASK04_CON63	0	15	12
TASK04_CON66	TASK04_CON64	0	15	13
TASK04_CON66	TASK04_CON65	0	15	14
TASK04_CON66	TASK04_CON66	11991	15	15
TASK04_CON66	TASK04_CON67	3	15	16
TASK04_CON66	TASK04_CON68	0	15	17
TASK04_CON66	TASK04_CON69	0	15	18
TASK04_CON66	TASK04_CON70	0	15	19
TASK04_CON66	TASK04_CON71	0	15	20
TASK04_CON66	TASK04_CON72	0	15	21
TASK04_CON66	TASK04_CON73	6	15	22
TASK04_CON66	TASK05_CON13	0	15	23
TASK04_CON66	TASK05_CON14	0	15	24
TASK04_CON66	TASK05_CON15	0	15	25
TASK04_CON66	TASK06_CON01	0	15	26
TASK04_CON66	TASK06_CON02	0	15	27
TASK04_CON66	TASK06_CON06	0	15	28
TASK04_CON66	TASK07_CON31	0	15	29
TASK04_CON66	TASK07_CON32	0	15	30
TASK04_CON66	TASK07_CON33	0	15	31
TASK04_CON66	TASK07_CON34	0	15	32
TASK04_CON66	TASK07_CON35	0	15	33
TASK04_CON66	TASK07_CON36	0	15	34
TASK04_CON66	TASK07_CON37	0	15	35
TASK04_CON66	TASK07_CON38	0	15	36
TASK04_CON66	TASK07_CON39	0	15	37
TASK04_CON66	TASK07_CON40	0	15	38
TASK04_CON66	TASK07_CON41	0	15	39
TASK04_CON66	TASK07_CON45	0	15	40
TASK04_CON66	TASK07_CON46	0	15	41
TASK04_CON66	TASK07_CON47	0	15	42
TASK04_CON66	TASK07_CON48	0	15	43
TASK04_CON66	TASK07_CON49	0	15	44
TASK04_CON66	TASK07_CON50	0	15	45
TASK04_CON66	TASK07_CON51	0	15	46
TASK04_CON66	TASK07_CON52	0	15	47
TASK04_CON67	TASK01_CON07	0	16	1
TASK04_CON67	TASK01_CON08	0	16	2
TASK04_CON67	TASK01_CON09	0	16	3
TASK04_CON67	TASK02_CON25	0	16	4
TASK04_CON67	TASK02_CON26	0	16	5
TASK04_CON67	TASK02_CON27	0	16	6
TASK04_CON67	TASK03_CON19	0	16	7
TASK04_CON67	TASK03_CON20	0	16	8
TASK04_CON67	TASK03_CON22	0	16	9
TASK04_CON67	TASK04_CON61	0	16	10
TASK04_CON67	TASK04_CON62	0	16	11
TASK04_CON67	TASK04_CON63	0	16	12
TASK04_CON67	TASK04_CON64	0	16	13
TASK04_CON67	TASK04_CON65	0	16	14
TASK04_CON67	TASK04_CON66	1	16	15
TASK04_CON67	TASK04_CON67	11999	16	16
TASK04_CON67	TASK04_CON68	0	16	17
TASK04_CON67	TASK04_CON69	0	16	18
TASK04_CON67	TASK04_CON70	0	16	19
TASK04_CON67	TASK04_CON71	0	16	20
TASK04_CON67	TASK04_CON72	0	16	21
TASK04_CON67	TASK04_CON73	0	16	22
TASK04_CON67	TASK05_CON13	0	16	23
TASK04_CON67	TASK05_CON14	0	16	24
TASK04_CON67	TASK05_CON15	0	16	25
TASK04_CON67	TASK06_CON01	0	16	26
TASK04_CON67	TASK06_CON02	0	16	27
TASK04_CON67	TASK06_CON06	0	16	28
TASK04_CON67	TASK07_CON31	0	16	29
TASK04_CON67	TASK07_CON32	0	16	30
TASK04_CON67	TASK07_CON33	0	16	31
TASK04_CON67	TASK07_CON34	0	16	32
TASK04_CON67	TASK07_CON35	0	16	33
TASK04_CON67	TASK07_CON36	0	16	34
TASK04_CON67	TASK07_CON37	0	16	35
TASK04_CON67	TASK07_CON38	0	16	36
TASK04_CON67	TASK07_CON39	0	16	37
TASK04_CON67	TASK07_CON40	0	16	38
TASK04_CON67	TASK07_CON41	0	16	39
TASK04_CON67	TASK07_CON45	0	16	40
TASK04_CON67	TASK07_CON46	0	16	41
TASK04_CON67	TASK07_CON47	0	16	42
TASK04_CON67	TASK07_CON48	0	16	43
TASK04_CON67	TASK07_CON49	0	16	44
TASK04_CON67	TASK07_CON50	0	16	45
TASK04_CON67	TASK07_CON51	0	16	46
TASK04_CON67	TASK07_CON52	0	16	47
TASK04_CON68	TASK01_CON07	0	17	1
TASK04_CON68	TASK01_CON08	0	17	2
TASK04_CON68	TASK01_CON09	0	17	3
TASK04_CON68	TASK02_CON25	0	17	4
TASK04_CON68	TASK02_CON26	0	17	5
TASK04_CON68	TASK02_CON27	0	17	6
TASK04_CON68	TASK03_CON19	0	17	7
TASK04_CON68	TASK03_CON20	0	17	8
TASK04_CON68	TASK03_CON22	0	17	9
TASK04_CON68	TASK04_CON61	0	17	10
TASK04_CON68	TASK04_CON62	0	17	11
TASK04_CON68	TASK04_CON63	0	17	12
TASK04_CON68	TASK04_CON64	0	17	13
TASK04_CON68	TASK04_CON65	0	17	14
TASK04_CON68	TASK04_CON66	0	17	15
TASK04_CON68	TASK04_CON67	0	17	16
TASK04_CON68	TASK04_CON68	12000	17	17
TASK04_CON68	TASK04_CON69	0	17	18
TASK04_CON68	TASK04_CON70	0	17	19
TASK04_CON68	TASK04_CON71	0	17	20
TASK04_CON68	TASK04_CON72	0	17	21
TASK04_CON68	TASK04_CON73	0	17	22
TASK04_CON68	TASK05_CON13	0	17	23
TASK04_CON68	TASK05_CON14	0	17	24
TASK04_CON68	TASK05_CON15	0	17	25
TASK04_CON68	TASK06_CON01	0	17	26
TASK04_CON68	TASK06_CON02	0	17	27
TASK04_CON68	TASK06_CON06	0	17	28
TASK04_CON68	TASK07_CON31	0	17	29
TASK04_CON68	TASK07_CON32	0	17	30
TASK04_CON68	TASK07_CON33	0	17	31
TASK04_CON68	TASK07_CON34	0	17	32
TASK04_CON68	TASK07_CON35	0	17	33
TASK04_CON68	TASK07_CON36	0	17	34
TASK04_CON68	TASK07_CON37	0	17	35
TASK04_CON68	TASK07_CON38	0	17	36
TASK04_CON68	TASK07_CON39	0	17	37
TASK04_CON68	TASK07_CON40	0	17	38
TASK04_CON68	TASK07_CON41	0	17	39
TASK04_CON68	TASK07_CON45	0	17	40
TASK04_CON68	TASK07_CON46	0	17	41
TASK04_CON68	TASK07_CON47	0	17	42
TASK04_CON68	TASK07_CON48	0	17	43
TASK04_CON68	TASK07_CON49	0	17	44
TASK04_CON68	TASK07_CON50	0	17	45
TASK04_CON68	TASK07_CON51	0	17	46
TASK04_CON68	TASK07_CON52	0	17	47
TASK04_CON69	TASK01_CON07	0	18	1
TASK04_CON69	TASK01_CON08	0	18	2
TASK04_CON69	TASK01_CON09	0	18	3
TASK04_CON69	TASK02_CON25	0	18	4
TASK04_CON69	TASK02_CON26	0	18	5
TASK04_CON69	TASK02_CON27	0	18	6
TASK04_CON69	TASK03_CON19	0	18	7
TASK04_CON69	TASK03_CON20	0	18	8
TASK04_CON69	TASK03_CON22	0	18	9
TASK04_CON69	TASK04_CON61	0	18	10
TASK04_CON69	TASK04_CON62	9	18	11
TASK04_CON69	TASK04_CON63	0	18	12
TASK04_CON69	TASK04_CON64	0	18	13
TASK04_CON69	TASK04_CON65	0	18	14
TASK04_CON69	TASK04_CON66	0	18	15
TASK04_CON69	TASK04_CON67	0	18	16
TASK04_CON69	TASK04_CON68	0	18	17
TASK04_CON69	TASK04_CON69	11952	18	18
TASK04_CON69	TASK04_CON70	0	18	19
TASK04_CON69	TASK04_CON71	39	18	20
TASK04_CON69	TASK04_CON72	0	18	21
TASK04_CON69	TASK04_CON73	0	18	22
TASK04_CON69	TASK05_CON13	0	18	23
TASK04_CON69	TASK05_CON14	0	18	24
TASK04_CON69	TASK05_CON15	0	18	25
TASK04_CON69	TASK06_CON01	0	18	26
TASK04_CON69	TASK06_CON02	0	18	27
TASK04_CON69	TASK06_CON06	0	18	28
TASK04_CON69	TASK07_CON31	0	18	29
TASK04_CON69	TASK07_CON32	0	18	30
TASK04_CON69	TASK07_CON33	0	18	31
TASK04_CON69	TASK07_CON34	0	18	32
TASK04_CON69	TASK07_CON35	0	18	33
TASK04_CON69	TASK07_CON36	0	18	34
TASK04_CON69	TASK07_CON37	0	18	35
TASK04_CON69	TASK07_CON38	0	18	36
TASK04_CON69	TASK07_CON39	0	18	37
TASK04_CON69	TASK07_CON40	0	18	38
TASK04_CON69	TASK07_CON41	0	18	39
TASK04_CON69	TASK07_CON45	0	18	40
TASK04_CON69	TASK07_CON46	0	18	41
TASK04_CON69	TASK07_CON47	0	18	42
TASK04_CON69	TASK07_CON48	0	18	43
TASK04_CON69	TASK07_CON49	0	18	44
TASK04_CON69	TASK07_CON50	0	18	45
TASK04_CON69	TASK07_CON51	0	18	46
TASK04_CON69	TASK07_CON52	0	18	47
TASK04_CON70	TASK01_CON07	0	19	1
TASK04_CON70	TASK01_CON08	0	19	2
TASK04_CON70	TASK01_CON09	0	19	3
TASK04_CON70	TASK02_CON25	0	19	4
TASK04_CON70	TASK02_CON26	0	19	5
TASK04_CON70	TASK02_CON27	0	19	6
TASK04_CON70	TASK03_CON19	0	19	7
TASK04_CON70	TASK03_CON20	0	19	8
TASK04_CON70	TASK03_CON22	0	19	9
TASK04_CON70	TASK04_CON61	0	19	10
TASK04_CON70	TASK04_CON62	0	19	11
TASK04_CON70	TASK04_CON63	0	19	12
TASK04_CON70	TASK04_CON64	0	19	13
TASK04_CON70	TASK04_CON65	0	19	14
TASK04_CON70	TASK04_CON66	0	19	15
TASK04_CON70	TASK04_CON67	0	19	16
TASK04_CON70	TASK04_CON68	0	19	17
TASK04_CON70	TASK04_CON69	0	19	18
TASK04_CON70	TASK04_CON70	12000	19	19
TASK04_CON70	TASK04_CON71	0	19	20
TASK04_CON70	TASK04_CON72	0	19	21
TASK04_CON70	TASK04_CON73	0	19	22
TASK04_CON70	TASK05_CON13	0	19	23
TASK04_CON70	TASK05_CON14	0	19	24
TASK04_CON70	TASK05_CON15	0	19	25
TASK04_CON70	TASK06_CON01	0	19	26
TASK04_CON70	TASK06_CON02	0	19	27
TASK04_CON70	TASK06_CON06	0	19	28
TASK04_CON70	TASK07_CON31	0	19	29
TASK04_CON70	TASK07_CON32	0	19	30
TASK04_CON70	TASK07_CON33	0	19	31
TASK04_CON70	TASK07_CON34	0	19	32
TASK04_CON70	TASK07_CON35	0	19	33
TASK04_CON70	TASK07_CON36	0	19	34
TASK04_CON70	TASK07_CON37	0	19	35
TASK04_CON70	TASK07_CON38	0	19	36
TASK04_CON70	TASK07_CON39	0	19	37
TASK04_CON70	TASK07_CON40	0	19	38
TASK04_CON70	TASK07_CON41	0	19	39
TASK04_CON70	TASK07_CON45	0	19	40
TASK04_CON70	TASK07_CON46	0	19	41
TASK04_CON70	TASK07_CON47	0	19	42
TASK04_CON70	TASK07_CON48	0	19	43
TASK04_CON70	TASK07_CON49	0	19	44
TASK04_CON70	TASK07_CON50	0	19	45
TASK04_CON70	TASK07_CON51	0	19	46
TASK04_CON70	TASK07_CON52	0	19	47
TASK04_CON71	TASK01_CON07	0	20	1
TASK04_CON71	TASK01_CON08	0	20	2
TASK04_CON71	TASK01_CON09	0	20	3
TASK04_CON71	TASK02_CON25	0	20	4
TASK04_CON71	TASK02_CON26	0	20	5
TASK04_CON71	TASK02_CON27	0	20	6
TASK04_CON71	TASK03_CON19	0	20	7
TASK04_CON71	TASK03_CON20	0	20	8
TASK04_CON71	TASK03_CON22	0	20	9
TASK04_CON71	TASK04_CON61	0	20	10
TASK04_CON71	TASK04_CON62	0	20	11
TASK04_CON71	TASK04_CON63	0	20	12
TASK04_CON71	TASK04_CON64	4	20	13
TASK04_CON71	TASK04_CON65	0	20	14
TASK04_CON71	TASK04_CON66	0	20	15
TASK04_CON71	TASK04_CON67	0	20	16
TASK04_CON71	TASK04_CON68	0	20	17
TASK04_CON71	TASK04_CON69	0	20	18
TASK04_CON71	TASK04_CON70	0	20	19
TASK04_CON71	TASK04_CON71	11996	20	20
TASK04_CON71	TASK04_CON72	0	20	21
TASK04_CON71	TASK04_CON73	0	20	22
TASK04_CON71	TASK05_CON13	0	20	23
TASK04_CON71	TASK05_CON14	0	20	24
TASK04_CON71	TASK05_CON15	0	20	25
TASK04_CON71	TASK06_CON01	0	20	26
TASK04_CON71	TASK06_CON02	0	20	27
TASK04_CON71	TASK06_CON06	0	20	28
TASK04_CON71	TASK07_CON31	0	20	29
TASK04_CON71	TASK07_CON32	0	20	30
TASK04_CON71	TASK07_CON33	0	20	31
TASK04_CON71	TASK07_CON34	0	20	32
TASK04_CON71	TASK07_CON35	0	20	33
TASK04_CON71	TASK07_CON36	0	20	34
TASK04_CON71	TASK07_CON37	0	20	35
TASK04_CON71	TASK07_CON38	0	20	36
TASK04_CON71	TASK07_CON39	0	20	37
TASK04_CON71	TASK07_CON40	0	20	38
TASK04_CON71	TASK07_CON41	0	20	39
TASK04_CON71	TASK07_CON45	0	20	40
TASK04_CON71	TASK07_CON46	0	20	41
TASK04_CON71	TASK07_CON47	0	20	42
TASK04_CON71	TASK07_CON48	0	20	43
TASK04_CON71	TASK07_CON49	0	20	44
TASK04_CON71	TASK07_CON50	0	20	45
TASK04_CON71	TASK07_CON51	0	20	46
TASK04_CON71	TASK07_CON52	0	20	47
TASK04_CON72	TASK01_CON07	0	21	1
TASK04_CON72	TASK01_CON08	0	21	2
TASK04_CON72	TASK01_CON09	0	21	3
TASK04_CON72	TASK02_CON25	0	21	4
TASK04_CON72	TASK02_CON26	0	21	5
TASK04_CON72	TASK02_CON27	0	21	6
TASK04_CON72	TASK03_CON19	0	21	7
TASK04_CON72	TASK03_CON20	0	21	8
TASK04_CON72	TASK03_CON22	0	21	9
TASK04_CON72	TASK04_CON61	0	21	10
TASK04_CON72	TASK04_CON62	0	21	11
TASK04_CON72	TASK04_CON63	0	21	12
TASK04_CON72	TASK04_CON64	0	21	13
TASK04_CON72	TASK04_CON65	0	21	14
TASK04_CON72	TASK04_CON66	0	21	15
TASK04_CON72	TASK04_CON67	0	21	16
TASK04_CON72	TASK04_CON68	0	21	17
TASK04_CON72	TASK04_CON69	0	21	18
TASK04_CON72	TASK04_CON70	0	21	19
TASK04_CON72	TASK04_CON71	0	21	20
TASK04_CON72	TASK04_CON72	12000	21	21
TASK04_CON72	TASK04_CON73	0	21	22
TASK04_CON72	TASK05_CON13	0	21	23
TASK04_CON72	TASK05_CON14	0	21	24
TASK04_CON72	TASK05_CON15	0	21	25
TASK04_CON72	TASK06_CON01	0	21	26
TASK04_CON72	TASK06_CON02	0	21	27
TASK04_CON72	TASK06_CON06	0	21	28
TASK04_CON72	TASK07_CON31	0	21	29
TASK04_CON72	TASK07_CON32	0	21	30
TASK04_CON72	TASK07_CON33	0	21	31
TASK04_CON72	TASK07_CON34	0	21	32
TASK04_CON72	TASK07_CON35	0	21	33
TASK04_CON72	TASK07_CON36	0	21	34
TASK04_CON72	TASK07_CON37	0	21	35
TASK04_CON72	TASK07_CON38	0	21	36
TASK04_CON72	TASK07_CON39	0	21	37
TASK04_CON72	TASK07_CON40	0	21	38
TASK04_CON72	TASK07_CON41	0	21	39
TASK04_CON72	TASK07_CON45	0	21	40
TASK04_CON72	TASK07_CON46	0	21	41
TASK04_CON72	TASK07_CON47	0	21	42
TASK04_CON72	TASK07_CON48	0	21	43
TASK04_CON72	TASK07_CON49	0	21	44
TASK04_CON72	TASK07_CON50	0	21	45
TASK04_CON72	TASK07_CON51	0	21	46
TASK04_CON72	TASK07_CON52	0	21	47
TASK04_CON73	TASK01_CON07	0	22	1
TASK04_CON73	TASK01_CON08	0	22	2
TASK04_CON73	TASK01_CON09	0	22	3
TASK04_CON73	TASK02_CON25	0	22	4
TASK04_CON73	TASK02_CON26	0	22	5
TASK04_CON73	TASK02_CON27	0	22	6
TASK04_CON73	TASK03_CON19	0	22	7
TASK04_CON73	TASK03_CON20	0	22	8
TASK04_CON73	TASK03_CON22	0	22	9
TASK04_CON73	TASK04_CON61	0	22	10
TASK04_CON73	TASK04_CON62	0	22	11
TASK04_CON73	TASK04_CON63	0	22	12
TASK04_CON73	TASK04_CON64	0	22	13
TASK04_CON73	TASK04_CON65	0	22	14
TASK04_CON73	TASK04_CON66	248	22	15
TASK04_CON73	TASK04_CON67	0	22	16
TASK04_CON73	TASK04_CON68	0	22	17
TASK04_CON73	TASK04_CON69	0	22	18
TASK04_CON73	TASK04_CON70	0	22	19
TASK04_CON73	TASK04_CON71	0	22	20
TASK04_CON73	TASK04_CON72	0	22	21
TASK04_CON73	TASK04_CON73	11752	22	22
TASK04_CON73	TASK05_CON13	0	22	23
TASK04_CON73	TASK05_CON14	0	22	24
TASK04_CON73	TASK05_CON15	0	22	25
TASK04_CON73	TASK06_CON01	0	22	26
TASK04_CON73	TASK06_CON02	0	22	27
TASK04_CON73	TASK06_CON06	0	22	28
TASK04_CON73	TASK07_CON31	0	22	29
TASK04_CON73	TASK07_CON32	0	22	30
TASK04_CON73	TASK07_CON33	0	22	31
TASK04_CON73	TASK07_CON34	0	22	32
TASK04_CON73	TASK07_CON35	0	22	33
TASK04_CON73	TASK07_CON36	0	22	34
TASK04_CON73	TASK07_CON37	0	22	35
TASK04_CON73	TASK07_CON38	0	22	36
TASK04_CON73	TASK07_CON39	0	22	37
TASK04_CON73	TASK07_CON40	0	22	38
TASK04_CON73	TASK07_CON41	0	22	39
TASK04_CON73	TASK07_CON45	0	22	40
TASK04_CON73	TASK07_CON46	0	22	41
TASK04_CON73	TASK07_CON47	0	22	42
TASK04_CON73	TASK07_CON48	0	22	43
TASK04_CON73	TASK07_CON49	0	22	44
TASK04_CON73	TASK07_CON50	0	22	45
TASK04_CON73	TASK07_CON51	0	22	46
TASK04_CON73	TASK07_CON52	0	22	47
TASK05_CON13	TASK01_CON07	0	23	1
TASK05_CON13	TASK01_CON08	0	23	2
TASK05_CON13	TASK01_CON09	0	23	3
TASK05_CON13	TASK02_CON25	0	23	4
TASK05_CON13	TASK02_CON26	0	23	5
TASK05_CON13	TASK02_CON27	0	23	6
TASK05_CON13	TASK03_CON19	0	23	7
TASK05_CON13	TASK03_CON20	0	23	8
TASK05_CON13	TASK03_CON22	0	23	9
TASK05_CON13	TASK04_CON61	0	23	10
TASK05_CON13	TASK04_CON62	0	23	11
TASK05_CON13	TASK04_CON63	0	23	12
TASK05_CON13	TASK04_CON64	0	23	13
TASK05_CON13	TASK04_CON65	0	23	14
TASK05_CON13	TASK04_CON66	0	23	15
TASK05_CON13	TASK04_CON67	0	23	16
TASK05_CON13	TASK04_CON68	0	23	17
TASK05_CON13	TASK04_CON69	0	23	18
TASK05_CON13	TASK04_CON70	0	23	19
TASK05_CON13	TASK04_CON71	0	23	20
TASK05_CON13	TASK04_CON72	0	23	21
TASK05_CON13	TASK04_CON73	0	23	22
TASK05_CON13	TASK05_CON13	11747	23	23
TASK05_CON13	TASK05_CON14	253	23	24
TASK05_CON13	TASK05_CON15	0	23	25
TASK05_CON13	TASK06_CON01	0	23	26
TASK05_CON13	TASK06_CON02	0	23	27
TASK05_CON13	TASK06_CON06	0	23	28
TASK05_CON13	TASK07_CON31	0	23	29
TASK05_CON13	TASK07_CON32	0	23	30
TASK05_CON13	TASK07_CON33	0	23	31
TASK05_CON13	TASK07_CON34	0	23	32
TASK05_CON13	TASK07_CON35	0	23	33
TASK05_CON13	TASK07_CON36	0	23	34
TASK05_CON13	TASK07_CON37	0	23	35
TASK05_CON13	TASK07_CON38	0	23	36
TASK05_CON13	TASK07_CON39	0	23	37
TASK05_CON13	TASK07_CON40	0	23	38
TASK05_CON13	TASK07_CON41	0	23	39
TASK05_CON13	TASK07_CON45	0	23	40
TASK05_CON13	TASK07_CON46	0	23	41
TASK05_CON13	TASK07_CON47	0	23	42
TASK05_CON13	TASK07_CON48	0	23	43
TASK05_CON13	TASK07_CON49	0	23	44
TASK05_CON13	TASK07_CON50	0	23	45
TASK05_CON13	TASK07_CON51	0	23	46
TASK05_CON13	TASK07_CON52	0	23	47
TASK05_CON14	TASK01_CON07	0	24	1
TASK05_CON14	TASK01_CON08	0	24	2
TASK05_CON14	TASK01_CON09	0	24	3
TASK05_CON14	TASK02_CON25	0	24	4
TASK05_CON14	TASK02_CON26	0	24	5
TASK05_CON14	TASK02_CON27	0	24	6
TASK05_CON14	TASK03_CON19	0	24	7
TASK05_CON14	TASK03_CON20	0	24	8
TASK05_CON14	TASK03_CON22	0	24	9
TASK05_CON14	TASK04_CON61	0	24	10
TASK05_CON14	TASK04_CON62	0	24	11
TASK05_CON14	TASK04_CON63	0	24	12
TASK05_CON14	TASK04_CON64	0	24	13
TASK05_CON14	TASK04_CON65	0	24	14
TASK05_CON14	TASK04_CON66	0	24	15
TASK05_CON14	TASK04_CON67	0	24	16
TASK05_CON14	TASK04_CON68	0	24	17
TASK05_CON14	TASK04_CON69	0	24	18
TASK05_CON14	TASK04_CON70	0	24	19
TASK05_CON14	TASK04_CON71	0	24	20
TASK05_CON14	TASK04_CON72	0	24	21
TASK05_CON14	TASK04_CON73	0	24	22
TASK05_CON14	TASK05_CON13	442	24	23
TASK05_CON14	TASK05_CON14	11558	24	24
TASK05_CON14	TASK05_CON15	0	24	25
TASK05_CON14	TASK06_CON01	0	24	26
TASK05_CON14	TASK06_CON02	0	24	27
TASK05_CON14	TASK06_CON06	0	24	28
TASK05_CON14	TASK07_CON31	0	24	29
TASK05_CON14	TASK07_CON32	0	24	30
TASK05_CON14	TASK07_CON33	0	24	31
TASK05_CON14	TASK07_CON34	0	24	32
TASK05_CON14	TASK07_CON35	0	24	33
TASK05_CON14	TASK07_CON36	0	24	34
TASK05_CON14	TASK07_CON37	0	24	35
TASK05_CON14	TASK07_CON38	0	24	36
TASK05_CON14	TASK07_CON39	0	24	37
TASK05_CON14	TASK07_CON40	0	24	38
TASK05_CON14	TASK07_CON41	0	24	39
TASK05_CON14	TASK07_CON45	0	24	40
TASK05_CON14	TASK07_CON46	0	24	41
TASK05_CON14	TASK07_CON47	0	24	42
TASK05_CON14	TASK07_CON48	0	24	43
TASK05_CON14	TASK07_CON49	0	24	44
TASK05_CON14	TASK07_CON50	0	24	45
TASK05_CON14	TASK07_CON51	0	24	46
TASK05_CON14	TASK07_CON52	0	24	47
TASK05_CON15	TASK01_CON07	0	25	1
TASK05_CON15	TASK01_CON08	0	25	2
TASK05_CON15	TASK01_CON09	0	25	3
TASK05_CON15	TASK02_CON25	0	25	4
TASK05_CON15	TASK02_CON26	0	25	5
TASK05_CON15	TASK02_CON27	0	25	6
TASK05_CON15	TASK03_CON19	2	25	7
TASK05_CON15	TASK03_CON20	45	25	8
TASK05_CON15	TASK03_CON22	0	25	9
TASK05_CON15	TASK04_CON61	2	25	10
TASK05_CON15	TASK04_CON62	0	25	11
TASK05_CON15	TASK04_CON63	0	25	12
TASK05_CON15	TASK04_CON64	0	25	13
TASK05_CON15	TASK04_CON65	18	25	14
TASK05_CON15	TASK04_CON66	0	25	15
TASK05_CON15	TASK04_CON67	0	25	16
TASK05_CON15	TASK04_CON68	0	25	17
TASK05_CON15	TASK04_CON69	1	25	18
TASK05_CON15	TASK04_CON70	20	25	19
TASK05_CON15	TASK04_CON71	0	25	20
TASK05_CON15	TASK04_CON72	591	25	21
TASK05_CON15	TASK04_CON73	310	25	22
TASK05_CON15	TASK05_CON13	0	25	23
TASK05_CON15	TASK05_CON14	0	25	24
TASK05_CON15	TASK05_CON15	11011	25	25
TASK05_CON15	TASK06_CON01	0	25	26
TASK05_CON15	TASK06_CON02	0	25	27
TASK05_CON15	TASK06_CON06	0	25	28
TASK05_CON15	TASK07_CON31	0	25	29
TASK05_CON15	TASK07_CON32	0	25	30
TASK05_CON15	TASK07_CON33	0	25	31
TASK05_CON15	TASK07_CON34	0	25	32
TASK05_CON15	TASK07_CON35	0	25	33
TASK05_CON15	TASK07_CON36	0	25	34
TASK05_CON15	TASK07_CON37	0	25	35
