actual	predicted	count	x	y	strategy	metric	direction	threshold
TASK01_CON07	TASK01_CON07	20	1	1	svi	pearson	posneg	10
TASK01_CON07	TASK01_CON08	1	1	2	svi	pearson	posneg	10
TASK01_CON07	TASK01_CON09	0	1	3	svi	pearson	posneg	10
TASK01_CON07	TASK02_CON25	1	1	4	svi	pearson	posneg	10
TASK01_CON07	TASK02_CON26	6	1	5	svi	pearson	posneg	10
TASK01_CON07	TASK02_CON27	0	1	6	svi	pearson	posneg	10
TASK01_CON07	TASK03_CON19	27	1	7	svi	pearson	posneg	10
TASK01_CON07	TASK03_CON20	172	1	8	svi	pearson	posneg	10
TASK01_CON07	TASK03_CON22	1	1	9	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON61	0	1	10	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON62	3	1	11	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON63	0	1	12	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON64	1	1	13	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON65	1	1	14	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON66	9	1	15	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON67	0	1	16	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON68	0	1	17	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON69	1	1	18	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON70	0	1	19	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON71	3	1	20	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON72	0	1	21	svi	pearson	posneg	10
TASK01_CON07	TASK04_CON73	20	1	22	svi	pearson	posneg	10
TASK01_CON07	TASK05_CON13	75	1	23	svi	pearson	posneg	10
TASK01_CON07	TASK05_CON14	61	1	24	svi	pearson	posneg	10
TASK01_CON07	TASK05_CON15	0	1	25	svi	pearson	posneg	10
TASK01_CON07	TASK06_CON01	3	1	26	svi	pearson	posneg	10
TASK01_CON07	TASK06_CON02	15	1	27	svi	pearson	posneg	10
TASK01_CON07	TASK06_CON06	0	1	28	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON31	0	1	29	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON32	0	1	30	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON33	14	1	31	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON34	0	1	32	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON35	2	1	33	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON36	0	1	34	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON37	6	1	35	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON38	1	1	36	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON39	12	1	37	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON40	14	1	38	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON41	0	1	39	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON45	0	1	40	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON46	0	1	41	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON47	24	1	42	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON48	5	1	43	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON49	0	1	44	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON50	2	1	45	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON51	0	1	46	svi	pearson	posneg	10
TASK01_CON07	TASK07_CON52	0	1	47	svi	pearson	posneg	10
TASK01_CON08	TASK01_CON07	20	2	1	svi	pearson	posneg	10
TASK01_CON08	TASK01_CON08	1	2	2	svi	pearson	posneg	10
TASK01_CON08	TASK01_CON09	0	2	3	svi	pearson	posneg	10
TASK01_CON08	TASK02_CON25	1	2	4	svi	pearson	posneg	10
TASK01_CON08	TASK02_CON26	9	2	5	svi	pearson	posneg	10
TASK01_CON08	TASK02_CON27	0	2	6	svi	pearson	posneg	10
TASK01_CON08	TASK03_CON19	25	2	7	svi	pearson	posneg	10
TASK01_CON08	TASK03_CON20	184	2	8	svi	pearson	posneg	10
TASK01_CON08	TASK03_CON22	1	2	9	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON61	0	2	10	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON62	3	2	11	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON63	0	2	12	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON64	2	2	13	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON65	3	2	14	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON66	9	2	15	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON67	0	2	16	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON68	0	2	17	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON69	2	2	18	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON70	0	2	19	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON71	5	2	20	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON72	0	2	21	svi	pearson	posneg	10
TASK01_CON08	TASK04_CON73	18	2	22	svi	pearson	posneg	10
TASK01_CON08	TASK05_CON13	79	2	23	svi	pearson	posneg	10
TASK01_CON08	TASK05_CON14	64	2	24	svi	pearson	posneg	10
TASK01_CON08	TASK05_CON15	0	2	25	svi	pearson	posneg	10
TASK01_CON08	TASK06_CON01	4	2	26	svi	pearson	posneg	10
TASK01_CON08	TASK06_CON02	12	2	27	svi	pearson	posneg	10
TASK01_CON08	TASK06_CON06	0	2	28	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON31	0	2	29	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON32	0	2	30	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON33	8	2	31	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON34	0	2	32	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON35	1	2	33	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON36	0	2	34	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON37	7	2	35	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON38	1	2	36	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON39	7	2	37	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON40	10	2	38	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON41	0	2	39	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON45	0	2	40	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON46	0	2	41	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON47	18	2	42	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON48	5	2	43	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON49	0	2	44	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON50	1	2	45	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON51	0	2	46	svi	pearson	posneg	10
TASK01_CON08	TASK07_CON52	0	2	47	svi	pearson	posneg	10
TASK01_CON09	TASK01_CON07	22	3	1	svi	pearson	posneg	10
TASK01_CON09	TASK01_CON08	0	3	2	svi	pearson	posneg	10
TASK01_CON09	TASK01_CON09	1	3	3	svi	pearson	posneg	10
TASK01_CON09	TASK02_CON25	2	3	4	svi	pearson	posneg	10
TASK01_CON09	TASK02_CON26	7	3	5	svi	pearson	posneg	10
TASK01_CON09	TASK02_CON27	0	3	6	svi	pearson	posneg	10
TASK01_CON09	TASK03_CON19	6	3	7	svi	pearson	posneg	10
TASK01_CON09	TASK03_CON20	86	3	8	svi	pearson	posneg	10
TASK01_CON09	TASK03_CON22	2	3	9	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON61	0	3	10	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON62	3	3	11	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON63	1	3	12	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON64	2	3	13	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON65	0	3	14	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON66	15	3	15	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON67	0	3	16	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON68	3	3	17	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON69	1	3	18	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON70	2	3	19	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON71	10	3	20	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON72	0	3	21	svi	pearson	posneg	10
TASK01_CON09	TASK04_CON73	62	3	22	svi	pearson	posneg	10
TASK01_CON09	TASK05_CON13	60	3	23	svi	pearson	posneg	10
TASK01_CON09	TASK05_CON14	54	3	24	svi	pearson	posneg	10
TASK01_CON09	TASK05_CON15	0	3	25	svi	pearson	posneg	10
TASK01_CON09	TASK06_CON01	4	3	26	svi	pearson	posneg	10
TASK01_CON09	TASK06_CON02	14	3	27	svi	pearson	posneg	10
TASK01_CON09	TASK06_CON06	0	3	28	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON31	1	3	29	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON32	0	3	30	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON33	24	3	31	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON34	1	3	32	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON35	1	3	33	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON36	1	3	34	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON37	18	3	35	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON38	5	3	36	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON39	25	3	37	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON40	27	3	38	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON41	0	3	39	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON45	0	3	40	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON46	2	3	41	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON47	30	3	42	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON48	6	3	43	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON49	0	3	44	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON50	2	3	45	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON51	0	3	46	svi	pearson	posneg	10
TASK01_CON09	TASK07_CON52	0	3	47	svi	pearson	posneg	10
TASK02_CON25	TASK01_CON07	21	4	1	svi	pearson	posneg	10
TASK02_CON25	TASK01_CON08	1	4	2	svi	pearson	posneg	10
TASK02_CON25	TASK01_CON09	0	4	3	svi	pearson	posneg	10
TASK02_CON25	TASK02_CON25	2	4	4	svi	pearson	posneg	10
TASK02_CON25	TASK02_CON26	10	4	5	svi	pearson	posneg	10
TASK02_CON25	TASK02_CON27	0	4	6	svi	pearson	posneg	10
TASK02_CON25	TASK03_CON19	29	4	7	svi	pearson	posneg	10
TASK02_CON25	TASK03_CON20	143	4	8	svi	pearson	posneg	10
TASK02_CON25	TASK03_CON22	1	4	9	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON61	0	4	10	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON62	4	4	11	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON63	0	4	12	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON64	2	4	13	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON65	4	4	14	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON66	8	4	15	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON67	0	4	16	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON68	0	4	17	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON69	3	4	18	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON70	0	4	19	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON71	8	4	20	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON72	0	4	21	svi	pearson	posneg	10
TASK02_CON25	TASK04_CON73	12	4	22	svi	pearson	posneg	10
TASK02_CON25	TASK05_CON13	82	4	23	svi	pearson	posneg	10
TASK02_CON25	TASK05_CON14	69	4	24	svi	pearson	posneg	10
TASK02_CON25	TASK05_CON15	0	4	25	svi	pearson	posneg	10
TASK02_CON25	TASK06_CON01	4	4	26	svi	pearson	posneg	10
TASK02_CON25	TASK06_CON02	13	4	27	svi	pearson	posneg	10
TASK02_CON25	TASK06_CON06	0	4	28	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON31	0	4	29	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON32	1	4	30	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON33	19	4	31	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON34	0	4	32	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON35	1	4	33	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON36	0	4	34	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON37	7	4	35	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON38	2	4	36	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON39	8	4	37	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON40	16	4	38	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON41	0	4	39	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON45	1	4	40	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON46	0	4	41	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON47	22	4	42	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON48	5	4	43	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON49	0	4	44	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON50	2	4	45	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON51	0	4	46	svi	pearson	posneg	10
TASK02_CON25	TASK07_CON52	0	4	47	svi	pearson	posneg	10
TASK02_CON26	TASK01_CON07	21	5	1	svi	pearson	posneg	10
TASK02_CON26	TASK01_CON08	1	5	2	svi	pearson	posneg	10
TASK02_CON26	TASK01_CON09	0	5	3	svi	pearson	posneg	10
TASK02_CON26	TASK02_CON25	2	5	4	svi	pearson	posneg	10
TASK02_CON26	TASK02_CON26	10	5	5	svi	pearson	posneg	10
TASK02_CON26	TASK02_CON27	0	5	6	svi	pearson	posneg	10
TASK02_CON26	TASK03_CON19	29	5	7	svi	pearson	posneg	10
TASK02_CON26	TASK03_CON20	139	5	8	svi	pearson	posneg	10
TASK02_CON26	TASK03_CON22	1	5	9	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON61	0	5	10	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON62	4	5	11	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON63	0	5	12	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON64	2	5	13	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON65	3	5	14	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON66	8	5	15	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON67	0	5	16	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON68	0	5	17	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON69	3	5	18	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON70	0	5	19	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON71	8	5	20	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON72	1	5	21	svi	pearson	posneg	10
TASK02_CON26	TASK04_CON73	13	5	22	svi	pearson	posneg	10
TASK02_CON26	TASK05_CON13	79	5	23	svi	pearson	posneg	10
TASK02_CON26	TASK05_CON14	73	5	24	svi	pearson	posneg	10
TASK02_CON26	TASK05_CON15	0	5	25	svi	pearson	posneg	10
TASK02_CON26	TASK06_CON01	4	5	26	svi	pearson	posneg	10
TASK02_CON26	TASK06_CON02	15	5	27	svi	pearson	posneg	10
TASK02_CON26	TASK06_CON06	0	5	28	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON31	0	5	29	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON32	1	5	30	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON33	16	5	31	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON34	1	5	32	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON35	1	5	33	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON36	0	5	34	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON37	7	5	35	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON38	3	5	36	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON39	7	5	37	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON40	19	5	38	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON41	0	5	39	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON45	1	5	40	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON46	0	5	41	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON47	22	5	42	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON48	4	5	43	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON49	0	5	44	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON50	2	5	45	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON51	0	5	46	svi	pearson	posneg	10
TASK02_CON26	TASK07_CON52	0	5	47	svi	pearson	posneg	10
TASK02_CON27	TASK01_CON07	19	6	1	svi	pearson	posneg	10
TASK02_CON27	TASK01_CON08	1	6	2	svi	pearson	posneg	10
TASK02_CON27	TASK01_CON09	1	6	3	svi	pearson	posneg	10
TASK02_CON27	TASK02_CON25	0	6	4	svi	pearson	posneg	10
TASK02_CON27	TASK02_CON26	4	6	5	svi	pearson	posneg	10
TASK02_CON27	TASK02_CON27	0	6	6	svi	pearson	posneg	10
TASK02_CON27	TASK03_CON19	27	6	7	svi	pearson	posneg	10
TASK02_CON27	TASK03_CON20	90	6	8	svi	pearson	posneg	10
TASK02_CON27	TASK03_CON22	5	6	9	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON61	1	6	10	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON62	3	6	11	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON63	6	6	12	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON64	8	6	13	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON65	4	6	14	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON66	28	6	15	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON67	0	6	16	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON68	0	6	17	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON69	11	6	18	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON70	6	6	19	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON71	28	6	20	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON72	6	6	21	svi	pearson	posneg	10
TASK02_CON27	TASK04_CON73	126	6	22	svi	pearson	posneg	10
TASK02_CON27	TASK05_CON13	25	6	23	svi	pearson	posneg	10
TASK02_CON27	TASK05_CON14	28	6	24	svi	pearson	posneg	10
TASK02_CON27	TASK05_CON15	0	6	25	svi	pearson	posneg	10
TASK02_CON27	TASK06_CON01	3	6	26	svi	pearson	posneg	10
TASK02_CON27	TASK06_CON02	11	6	27	svi	pearson	posneg	10
TASK02_CON27	TASK06_CON06	0	6	28	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON31	0	6	29	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON32	0	6	30	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON33	10	6	31	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON34	0	6	32	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON35	0	6	33	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON36	1	6	34	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON37	5	6	35	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON38	1	6	36	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON39	10	6	37	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON40	10	6	38	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON41	0	6	39	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON45	1	6	40	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON46	0	6	41	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON47	16	6	42	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON48	2	6	43	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON49	0	6	44	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON50	3	6	45	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON51	0	6	46	svi	pearson	posneg	10
TASK02_CON27	TASK07_CON52	0	6	47	svi	pearson	posneg	10
TASK03_CON19	TASK01_CON07	19	7	1	svi	pearson	posneg	10
TASK03_CON19	TASK01_CON08	0	7	2	svi	pearson	posneg	10
TASK03_CON19	TASK01_CON09	0	7	3	svi	pearson	posneg	10
TASK03_CON19	TASK02_CON25	2	7	4	svi	pearson	posneg	10
TASK03_CON19	TASK02_CON26	4	7	5	svi	pearson	posneg	10
TASK03_CON19	TASK02_CON27	0	7	6	svi	pearson	posneg	10
TASK03_CON19	TASK03_CON19	45	7	7	svi	pearson	posneg	10
TASK03_CON19	TASK03_CON20	242	7	8	svi	pearson	posneg	10
TASK03_CON19	TASK03_CON22	1	7	9	svi	pearson	posneg	10
TASK03_CON19	TASK04_CON61	0	7	10	svi	pearson	posneg	10
TASK03_CON19	TASK04_CON62	3	7	11	svi	pearson	posneg	10
