	direction	thresh	362_TASK01_CON07	362_TASK01_CON08	362_TASK01_CON09	362_TASK02_CON25	362_TASK02_CON26	362_TASK02_CON27	362_TASK03_CON19	362_TASK03_CON20	362_TASK03_CON22	362_TASK04_CON61	362_TASK04_CON62	362_TASK04_CON63	362_TASK04_CON64	362_TASK04_CON65	362_TASK04_CON66	362_TASK04_CON67	362_TASK04_CON68	362_TASK04_CON69	362_TASK04_CON70	362_TASK04_CON71	362_TASK04_CON72	362_TASK04_CON73	362_TASK05_CON13	362_TASK05_CON14	362_TASK05_CON15	362_TASK06_CON01	362_TASK06_CON02	362_TASK06_CON06	362_TASK07_CON31	362_TASK07_CON32	362_TASK07_CON33	362_TASK07_CON34	362_TASK07_CON35	362_TASK07_CON36	362_TASK07_CON37	362_TASK07_CON38	362_TASK07_CON39	362_TASK07_CON40	362_TASK07_CON41	362_TASK07_CON45	362_TASK07_CON46	362_TASK07_CON47	362_TASK07_CON48	362_TASK07_CON49	362_TASK07_CON50	362_TASK07_CON51	362_TASK07_CON52
362_TASK01_CON07_0.0_posneg	posneg	0.0	0.886539101601	0.802576601505	0.440090835094	0.704483509064	0.696893632412	-0.286898523569	0.345334559679	0.226771950722	-0.106235325336	0.472233742476	0.14259968698	0.15137591958	0.16666072607	0.279763191938	0.175575315952	0.20422488451	0.426801413298	-0.03074619174	-0.127221733332	-0.0163261201233	0.136630758643	0.0980424284935	0.708194792271	0.673224508762	-0.213552042842	0.612188220024	0.590352118015	0.317258805037	0.676957964897	0.608331143856	0.603119134903	0.70536750555	0.773209393024	0.72526550293	0.69490724802	0.736392378807	0.6583943367	0.757111907005	0.0782120525837	0.730856835842	0.674095988274	0.644812583923	0.722100555897	-0.0372284278274	-0.382044911385	0.107122354209	0.327918618917
362_TASK01_CON07_0.0_pos	pos	0.0	0.831298410892	0.742017686367	0.464093029499	0.65862506628	0.645704448223	-0.337227344513	0.189343228936	0.0922003537416	-0.0654241517186	0.45335111022	0.0702183246613	0.0880921781063	0.0838202759624	0.179269254208	0.0913708508015	0.108458898962	0.445429235697	-0.0240935627371	-0.0881860256195	-0.0187240168452	0.127441316843	0.0513445064425	0.661560833454	0.627778112888	-0.20768609643	0.573294103146	0.530866026878	0.278092563152	0.633377671242	0.572098791599	0.588128268719	0.650924861431	0.736590981483	0.694096088409	0.682547152042	0.714651107788	0.606764674187	0.710573017597	0.0107070775703	0.675121545792	0.626483380795	0.622447967529	0.668388545513	-0.0953655689955	-0.410744547844	0.184838160872	0.317071646452
362_TASK01_CON07_1.0_posneg	posneg	1.0	0.881197214127	0.798557281494	0.437263548374	0.700505018234	0.692477226257	-0.286834061146	0.339894235134	0.223406538367	-0.103216513991	0.467563658953	0.139750704169	0.148231312633	0.162259206176	0.274791687727	0.172056227922	0.200253143907	0.423501133919	-0.0296993479133	-0.125099256635	-0.0176657661796	0.135598346591	0.0951995030046	0.703821063042	0.668886959553	-0.213444814086	0.607583284378	0.584284543991	0.314114719629	0.672830224037	0.605222702026	0.600738406181	0.702401697636	0.770390510559	0.721889674664	0.692847669125	0.733608543873	0.654210686684	0.752603590488	0.0750584602356	0.726301848888	0.669854342937	0.641746401787	0.718339323997	-0.040482532233	-0.383954882622	0.110295444727	0.330009490252
362_TASK01_CON07_1.0_pos	pos	1.0	0.81423586607	0.725939571857	0.457944601774	0.645467400551	0.632417738438	-0.338097274303	0.173001259565	0.0776562020183	-0.06197039783	0.444930076599	0.0628080368042	0.0809019878507	0.0751211494207	0.168305262923	0.0826895460486	0.0985967516899	0.440784871578	-0.023276720196	-0.0841543897986	-0.0187457296997	0.125490605831	0.0458095595241	0.648733615875	0.615340292454	-0.203586146235	0.561264812946	0.517443358898	0.270534187555	0.620406746864	0.56098908186	0.57882297039	0.63736552	0.723653316498	0.681222140789	0.672193109989	0.70275080204	0.593650519848	0.696406781673	0.00551802106202	0.660721957684	0.613390266895	0.611953437328	0.654462337494	-0.0982113182545	-0.408450216055	0.189041316509	0.311736822128
362_TASK01_CON07_2.0_posneg	posneg	2.0	0.846180796623	0.767293393612	0.429284512997	0.6715528965	0.659913659096	-0.281467705965	0.300021022558	0.202250614762	-0.0789443701506	0.43933853507	0.116131767631	0.12702780962	0.135020002723	0.241697236896	0.148394227028	0.171290338039	0.404342889786	-0.0289888828993	-0.109397679567	-0.0214453265071	0.13040317595	0.0810082629323	0.671040773392	0.637618303299	-0.214269950986	0.576547324657	0.5493247509	0.300701230764	0.644870579243	0.581128716469	0.581079185009	0.675877332687	0.745191633701	0.699606180191	0.674269199371	0.710874736309	0.62327003479	0.720375061035	0.0533216372132	0.693738877773	0.640520513058	0.618000805378	0.687740385532	-0.0594026371837	-0.386809974909	0.127548739314	0.332976728678
362_TASK01_CON07_2.0_pos	pos	2.0	0.771316468716	0.687316954136	0.44510230422	0.610609352589	0.594723880291	-0.333305388689	0.129686519504	0.0485785752535	-0.0424419268966	0.418303400278	0.0388719253242	0.0581049360335	0.0465385876596	0.132937520742	0.0579741746187	0.0682677328587	0.423615127802	-0.0216231271625	-0.06967446208	-0.0233271233737	0.117987252772	0.0325602032244	0.610625863075	0.578781485558	-0.198334798217	0.52650898695	0.478116542101	0.251109570265	0.586781144142	0.531147181988	0.553706109524	0.603670120239	0.690729677677	0.650564968586	0.646562695503	0.673524141312	0.557694613934	0.658341467381	-0.0150499306619	0.62240922451	0.578003168106	0.582915842533	0.617917954922	-0.112276017666	-0.408080101013	0.20368488133	0.308685988188
362_TASK01_CON07_3.0_posneg	posneg	3.0	0.771586596966	0.698051571846	0.417672604322	0.613654851913	0.595827698708	-0.26892888546	0.213245183229	0.153650403023	-0.0336582474411	0.390233367682	0.0749692469835	0.0897313505411	0.0875580683351	0.180262938142	0.0996367558837	0.116749033332	0.37294331193	-0.0236346870661	-0.0747580751777	-0.0237446147949	0.120183631778	0.0501203164458	0.602659463882	0.574144363403	-0.21722124517	0.520680487156	0.489088594913	0.275272071362	0.590158641338	0.53373080492	0.539146006107	0.618265390396	0.688078641891	0.653370678425	0.629210293293	0.660760998726	0.563469290733	0.654542267323	0.0143239628524	0.628796160221	0.583781719208	0.567552566528	0.624081254005	-0.095607034862	-0.377724975348	0.15519477427	0.327848464251
362_TASK01_CON07_3.0_pos	pos	3.0	0.710223734379	0.634197711945	0.427959173918	0.561779856682	0.540581941605	-0.309160113335	0.0773961693048	0.0285001266748	-0.00789934117347	0.373979330063	0.011565355584	0.0347200185061	0.0125096878037	0.0878396108747	0.0267480127513	0.0321521982551	0.388420730829	-0.0181413125247	-0.0416246540844	-0.0310857482255	0.105197660625	0.0148576451465	0.55233168602	0.524827718735	-0.199738845229	0.480277389288	0.428491204977	0.22854411602	0.540372729301	0.490221351385	0.515516102314	0.557146131992	0.64033561945	0.609104573727	0.607302367687	0.630025207996	0.508883714676	0.603905677795	-0.0442633293569	0.568363070488	0.529838085175	0.539158701897	0.566836059093	-0.140368774533	-0.398606956005	0.220959857106	0.309532135725
362_TASK01_CON07_4.0_posneg	posneg	4.0	0.671159565449	0.607864320278	0.396323263645	0.53276848793	0.510284900665	-0.24872353673	0.112465187907	0.0972037687898	0.0170657411218	0.333877027035	0.037849381566	0.0610998161137	0.0421343557537	0.11221832782	0.0495143048465	0.0635244995356	0.332551747561	-0.0130117461085	-0.0336205996573	-0.0229211039841	0.0945505276322	0.0179499126971	0.513526916504	0.489638954401	-0.21038761735	0.449558973312	0.411855071783	0.235410958529	0.513280212879	0.464012116194	0.475349664688	0.535191297531	0.603356420994	0.584302484989	0.559640526772	0.585841596127	0.482398867607	0.565263807774	-0.0353345610201	0.539647221565	0.504246354103	0.495225131512	0.536195516586	-0.137174889445	-0.354037821293	0.179853752255	0.313675612211
362_TASK01_CON07_4.0_pos	pos	4.0	0.636002779007	0.572087049484	0.401765853167	0.502188444138	0.477905541658	-0.272126317024	0.0330776795745	0.0230836626142	0.0289539247751	0.324355244637	0.00104512891266	0.026052698493	-0.00296109518968	0.0535934194922	0.00496368808672	0.0110443904996	0.34189298749	-0.00516148237512	-0.0160654764622	-0.0259583368897	0.0824785381556	-0.000930534210056	0.484736919403	0.461300879717	-0.200011238456	0.426300764084	0.373912811279	0.201768398285	0.483115434647	0.438593387604	0.463199585676	0.499312400818	0.573466718197	0.556085646152	0.549161553383	0.569451749325	0.450867414474	0.536283791065	-0.0710475742817	0.502904832363	0.471753001213	0.480922847986	0.503953456879	-0.168577685952	-0.369460761547	0.2242962569	0.306078344584
