actual	predicted	count	x	y	strategy	metric	direction	threshold
TASK01_CON07	TASK01_CON07	152	1	1	cca	pearson	posneg	10
TASK01_CON07	TASK01_CON08	0	1	2	cca	pearson	posneg	10
TASK01_CON07	TASK01_CON09	0	1	3	cca	pearson	posneg	10
TASK01_CON07	TASK02_CON25	0	1	4	cca	pearson	posneg	10
TASK01_CON07	TASK02_CON26	0	1	5	cca	pearson	posneg	10
TASK01_CON07	TASK02_CON27	0	1	6	cca	pearson	posneg	10
TASK01_CON07	TASK03_CON19	24	1	7	cca	pearson	posneg	10
TASK01_CON07	TASK03_CON20	75	1	8	cca	pearson	posneg	10
TASK01_CON07	TASK03_CON22	1	1	9	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON61	1	1	10	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON62	0	1	11	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON63	5	1	12	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON64	5	1	13	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON65	0	1	14	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON66	30	1	15	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON67	0	1	16	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON68	0	1	17	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON69	12	1	18	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON70	3	1	19	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON71	19	1	20	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON72	4	1	21	cca	pearson	posneg	10
TASK01_CON07	TASK04_CON73	91	1	22	cca	pearson	posneg	10
TASK01_CON07	TASK05_CON13	26	1	23	cca	pearson	posneg	10
TASK01_CON07	TASK05_CON14	19	1	24	cca	pearson	posneg	10
TASK01_CON07	TASK05_CON15	0	1	25	cca	pearson	posneg	10
TASK01_CON07	TASK06_CON01	1	1	26	cca	pearson	posneg	10
TASK01_CON07	TASK06_CON02	4	1	27	cca	pearson	posneg	10
TASK01_CON07	TASK06_CON06	0	1	28	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON31	0	1	29	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON32	0	1	30	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON33	4	1	31	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON34	0	1	32	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON35	0	1	33	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON36	0	1	34	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON37	5	1	35	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON38	0	1	36	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON39	3	1	37	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON40	6	1	38	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON41	0	1	39	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON45	0	1	40	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON46	0	1	41	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON47	10	1	42	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON48	0	1	43	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON49	0	1	44	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON50	0	1	45	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON51	0	1	46	cca	pearson	posneg	10
TASK01_CON07	TASK07_CON52	0	1	47	cca	pearson	posneg	10
TASK01_CON08	TASK01_CON07	152	2	1	cca	pearson	posneg	10
TASK01_CON08	TASK01_CON08	0	2	2	cca	pearson	posneg	10
TASK01_CON08	TASK01_CON09	0	2	3	cca	pearson	posneg	10
TASK01_CON08	TASK02_CON25	0	2	4	cca	pearson	posneg	10
TASK01_CON08	TASK02_CON26	1	2	5	cca	pearson	posneg	10
TASK01_CON08	TASK02_CON27	0	2	6	cca	pearson	posneg	10
TASK01_CON08	TASK03_CON19	25	2	7	cca	pearson	posneg	10
TASK01_CON08	TASK03_CON20	74	2	8	cca	pearson	posneg	10
TASK01_CON08	TASK03_CON22	0	2	9	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON61	1	2	10	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON62	0	2	11	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON63	4	2	12	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON64	5	2	13	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON65	0	2	14	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON66	30	2	15	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON67	0	2	16	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON68	0	2	17	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON69	9	2	18	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON70	5	2	19	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON71	20	2	20	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON72	4	2	21	cca	pearson	posneg	10
TASK01_CON08	TASK04_CON73	89	2	22	cca	pearson	posneg	10
TASK01_CON08	TASK05_CON13	27	2	23	cca	pearson	posneg	10
TASK01_CON08	TASK05_CON14	22	2	24	cca	pearson	posneg	10
TASK01_CON08	TASK05_CON15	0	2	25	cca	pearson	posneg	10
