actual	predicted	count	x	y	strategy	metric	direction	threshold
TASK01_CON07	TASK01_CON07	208	1	1	cca	spearman	pos	10
TASK01_CON07	TASK01_CON08	0	1	2	cca	spearman	pos	10
TASK01_CON07	TASK01_CON09	0	1	3	cca	spearman	pos	10
TASK01_CON07	TASK02_CON25	0	1	4	cca	spearman	pos	10
TASK01_CON07	TASK02_CON26	1	1	5	cca	spearman	pos	10
TASK01_CON07	TASK02_CON27	0	1	6	cca	spearman	pos	10
TASK01_CON07	TASK03_CON19	0	1	7	cca	spearman	pos	10
TASK01_CON07	TASK03_CON20	0	1	8	cca	spearman	pos	10
TASK01_CON07	TASK03_CON22	1	1	9	cca	spearman	pos	10
TASK01_CON07	TASK04_CON61	1	1	10	cca	spearman	pos	10
TASK01_CON07	TASK04_CON62	0	1	11	cca	spearman	pos	10
TASK01_CON07	TASK04_CON63	5	1	12	cca	spearman	pos	10
TASK01_CON07	TASK04_CON64	6	1	13	cca	spearman	pos	10
TASK01_CON07	TASK04_CON65	1	1	14	cca	spearman	pos	10
TASK01_CON07	TASK04_CON66	35	1	15	cca	spearman	pos	10
TASK01_CON07	TASK04_CON67	0	1	16	cca	spearman	pos	10
TASK01_CON07	TASK04_CON68	0	1	17	cca	spearman	pos	10
TASK01_CON07	TASK04_CON69	11	1	18	cca	spearman	pos	10
TASK01_CON07	TASK04_CON70	5	1	19	cca	spearman	pos	10
TASK01_CON07	TASK04_CON71	22	1	20	cca	spearman	pos	10
TASK01_CON07	TASK04_CON72	5	1	21	cca	spearman	pos	10
TASK01_CON07	TASK04_CON73	105	1	22	cca	spearman	pos	10
TASK01_CON07	TASK05_CON13	31	1	23	cca	spearman	pos	10
TASK01_CON07	TASK05_CON14	22	1	24	cca	spearman	pos	10
TASK01_CON07	TASK05_CON15	0	1	25	cca	spearman	pos	10
TASK01_CON07	TASK06_CON01	1	1	26	cca	spearman	pos	10
TASK01_CON07	TASK06_CON02	6	1	27	cca	spearman	pos	10
TASK01_CON07	TASK06_CON06	0	1	28	cca	spearman	pos	10
TASK01_CON07	TASK07_CON31	0	1	29	cca	spearman	pos	10
TASK01_CON07	TASK07_CON32	0	1	30	cca	spearman	pos	10
TASK01_CON07	TASK07_CON33	8	1	31	cca	spearman	pos	10
TASK01_CON07	TASK07_CON34	0	1	32	cca	spearman	pos	10
TASK01_CON07	TASK07_CON35	0	1	33	cca	spearman	pos	10
TASK01_CON07	TASK07_CON36	0	1	34	cca	spearman	pos	10
TASK01_CON07	TASK07_CON37	4	1	35	cca	spearman	pos	10
TASK01_CON07	TASK07_CON38	0	1	36	cca	spearman	pos	10
TASK01_CON07	TASK07_CON39	5	1	37	cca	spearman	pos	10
TASK01_CON07	TASK07_CON40	5	1	38	cca	spearman	pos	10
TASK01_CON07	TASK07_CON41	0	1	39	cca	spearman	pos	10
TASK01_CON07	TASK07_CON45	0	1	40	cca	spearman	pos	10
TASK01_CON07	TASK07_CON46	1	1	41	cca	spearman	pos	10
TASK01_CON07	TASK07_CON47	10	1	42	cca	spearman	pos	10
TASK01_CON07	TASK07_CON48	1	1	43	cca	spearman	pos	10
TASK01_CON07	TASK07_CON49	0	1	44	cca	spearman	pos	10
TASK01_CON07	TASK07_CON50	0	1	45	cca	spearman	pos	10
TASK01_CON07	TASK07_CON51	0	1	46	cca	spearman	pos	10
TASK01_CON07	TASK07_CON52	0	1	47	cca	spearman	pos	10
TASK01_CON08	TASK01_CON07	208	2	1	cca	spearman	pos	10
TASK01_CON08	TASK01_CON08	0	2	2	cca	spearman	pos	10
TASK01_CON08	TASK01_CON09	0	2	3	cca	spearman	pos	10
TASK01_CON08	TASK02_CON25	0	2	4	cca	spearman	pos	10
TASK01_CON08	TASK02_CON26	2	2	5	cca	spearman	pos	10
TASK01_CON08	TASK02_CON27	0	2	6	cca	spearman	pos	10
TASK01_CON08	TASK03_CON19	0	2	7	cca	spearman	pos	10
TASK01_CON08	TASK03_CON20	0	2	8	cca	spearman	pos	10
TASK01_CON08	TASK03_CON22	1	2	9	cca	spearman	pos	10
TASK01_CON08	TASK04_CON61	1	2	10	cca	spearman	pos	10
TASK01_CON08	TASK04_CON62	0	2	11	cca	spearman	pos	10
TASK01_CON08	TASK04_CON63	6	2	12	cca	spearman	pos	10
